vehicle_model,battery_capacity_(kwh),charging_station_id,charging_station_location,charging_start_time,charging_end_time,energy_consumed_(kwh),charging_duration_(hours),charging_rate_(kw),charging_cost_(usd),day_of_week,state_of_charge_(start_%),state_of_charge_(end_%),distance_driven_(since_last_charge)_(km),temperature_(â°c),vehicle_age_(years),charger_type,location_type,charging_duration_minutes,hour_of_day,time_of_day,Estimated Energy Consumed (kWh),Charging Cost Per Hour (USD),Temperature (°F),Temperature Category
BMW i3,50.0,Station_44,New York,2024-01-15 07:00:00,2024-01-15 08:38:00,56.6933014971517,2.39185237881127,44.995222235265,32.990022358476,Monday,46.5877620759285,76.3804950348805,140.311441700687,25.1273086471906,0.0,DC Fast Charger,Residential,98.0,7,Morning,73.4921963175995,13.792666575381109,77.22915556494308,Hot
Nissan Leaf,85.0,Station_238,Houston,2024-01-15 08:00:00,2024-01-15 10:14:00,40.161421851143,2.51797387197912,28.4799621264853,13.370005787552,Monday,35.0445349773111,94.5635919419047,93.9952316976529,13.3543871664663,2.0,DC Fast Charger,Commercial,134.0,8,Morning,63.605248749150505,5.309827054338421,56.037896899639335,Cool
Nissan Leaf,62.0,Station_134,Houston,2024-01-15 09:00:00,2024-01-15 11:59:00,42.5173609194351,0.929764656664781,39.9126373623942,7.23443977685573,Monday,88.9464347444939,63.7433449194181,191.077682942259,10.3331964616496,4.0,Level 2,Public,179.0,9,Morning,119.07270146447603,7.7809365251706355,50.59975363096928,Cool
Tesla Model 3,50.0,Station_192,New York,2024-01-15 11:00:00,2024-01-15 12:10:00,67.2251510198821,0.504601217007192,37.2360143567669,21.0141530188237,Monday,38.0238407700124,94.3676555002287,57.5919455149483,12.2652437322793,6.0,DC Fast Charger,Highway,70.0,11,Morning,43.44201674956139,41.64507002868403,54.07743871810274,Cool
Nissan Leaf,85.0,Station_356,New York,2024-01-15 12:00:00,2024-01-15 13:40:00,42.691405379616896,2.91688495340447,17.9260136102191,27.9975931594224,Monday,35.8023563582047,95.5617564847797,73.0473919253142,-4.12763092030583,5.0,Level 1,Institutional,100.0,12,Afternoon,29.87668935036517,9.598456437832676,24.570264343449505,Below Freezing
Hyundai Kona,50.0,Station_278,New York,2024-01-15 13:00:00,2024-01-15 14:25:00,76.718446690225,3.77490932141669,44.1374510914448,35.8525077791566,Monday,10.8960892310588,69.9591247984551,247.408350858142,27.9554372050151,0.0,Level 1,Parking,85.0,13,Afternoon,62.52805571288014,9.49758119373884,82.31978696902718,Hot
Nissan Leaf,62.0,Station_18,Chicago,2024-01-15 14:00:00,2024-01-15 17:00:00,60.9690758859716,2.49696018109314,6.68275085420096,37.0492602447199,Monday,75.8572520568839,92.36496167231,266.821087802358,20.4655661677741,6.0,Level 1,Residential,180.0,14,Afternoon,20.04825256260288,14.837745721880182,68.83801910199338,Mild
Nissan Leaf,62.0,Station_12,Chicago,2024-01-15 15:00:00,2024-01-15 15:54:00,48.3246077539747,2.31163667094488,19.5938373431573,49.1374698814065,Monday,27.01497804099,55.861029409729,161.403048857405,3.49934137667204,2.0,DC Fast Charger,Commercial,54.0,15,Afternoon,17.63445360884157,21.25657137171197,38.298814478009675,Chilly
Tesla Model 3,62.0,Station_180,Los Angeles,2024-01-15 16:00:00,2024-01-15 18:14:00,65.5408247319063,1.16065467276936,31.8589976989205,37.4899754077759,Monday,25.2019034074122,96.7634420547715,78.6144461553361,0.947645050608024,6.0,Level 2,Public,134.0,16,Afternoon,71.15176152758912,32.300714663323234,33.705761091094445,Chilly
BMW i3,100.0,Station_123,New York,2024-01-15 17:00:00,2024-01-15 19:43:00,68.7490694876757,0.554637177902052,10.7616705929219,28.2929403948207,Monday,81.2848669802037,66.076495125702,284.845800039771,13.78965982681,3.0,DC Fast Charger,Mall,163.0,17,Afternoon,29.235871777437833,51.01161898638029,56.821387688258,Cool
Nissan Leaf,85.0,Station_246,New York,2024-01-15 18:00:00,2024-01-15 20:28:00,67.4374025739474,1.81456105903473,16.0993485184749,14.9963687510821,Monday,89.8707904006486,93.9013752526432,36.0602365731239,34.0821877590467,3.0,Level 1,Highway,148.0,18,Evening,39.71172634557143,8.264460805226106,93.34793796628405,Sweltering
Chevy Bolt,75.0,Station_222,Houston,2024-01-15 19:00:00,2024-01-15 22:11:00,10.4506578323546,1.42829623382517,39.893826100669,32.5609790017825,Monday,82.7644428620273,60.777763345787,85.9210072490581,20.6349473509482,0.0,Level 2,Institutional,191.0,19,Evening,126.99534642046298,22.79707684629246,69.14290523170676,Mild
BMW i3,100.0,Station_373,Houston,2024-01-15 20:00:00,2024-01-15 23:40:00,30.8056620027766,1.03786007174767,18.9798893476899,18.3531951107096,Monday,60.7272027489464,61.2065513687468,155.714490220412,29.1143802688623,5.0,Level 2,Parking,220.0,20,Evening,69.5929276081963,17.683689362675207,84.40588448395214,Hot
Hyundai Kona,85.0,Station_51,Los Angeles,2024-01-15 21:00:00,2024-01-15 21:38:00,62.0956592262809,2.47793546488513,30.5286847864971,8.86004739482827,Monday,43.8861908465376,81.4689834808452,285.790458686109,-8.55908124295682,1.0,Level 1,Residential,38.0,21,Evening,19.334833698114828,3.57557632972455,16.593653762677725,Below Freezing
Tesla Model 3,100.0,Station_488,New York,2024-01-15 22:00:00,2024-01-15 23:29:00,28.8640609592291,2.11367138526592,38.3440858604384,37.4495191801376,Monday,27.6785378666544,92.5727207089008,107.000096335906,13.1944793560642,2.0,Level 2,Commercial,89.0,22,Evening,56.877060692983626,17.717758513074674,55.75006284091556,Cool
Hyundai Kona,75.0,Station_71,Los Angeles,2024-01-15 23:00:00,2024-01-16 01:34:00,33.3705420262154,2.48637525259712,41.9291685926073,7.4092548030812,Monday,58.6090820826587,71.2195604236213,279.519361863569,15.4184334230352,8.01866573326126,Level 1,Public,154.0,23,Evening,107.61819938769207,2.9799423057086547,59.75318016146336,Cool
BMW i3,77.6084780514283,Station_480,Houston,2024-01-16 00:00:00,2024-01-16 01:18:00,73.090450770143,1.75404794731853,30.3888038081574,9.59516379366146,Tuesday,29.6665014631976,99.8568507681671,227.725980226051,2.59424972648933,7.0,DC Fast Charger,Mall,78.0,0,Night,39.50544495060463,5.4702973247281514,36.669649507680795,Chilly
BMW i3,75.0,Station_48,Houston,2024-01-16 01:00:00,2024-01-16 02:20:00,26.9923440809665,3.54898352556754,46.5813711830802,36.5004733215224,Tuesday,23.6948578722974,56.1053102115397,237.511020463742,25.109612248202,1.0,Level 2,Highway,80.0,1,Night,62.1084949107736,10.284768317059285,77.19730204676361,Hot
BMW i3,85.0,Station_19,Chicago,2024-01-16 02:00:00,2024-01-16 05:37:00,6.9381938340043,3.29096268091637,13.2879240552999,16.8863300896772,Tuesday,88.6094203017146,81.4433797647523,230.31903288812,1.20198216635088,3.0,Level 1,Institutional,217.0,2,Night,48.057992000001306,5.131121719367293,34.163567899431584,Chilly
Hyundai Kona,50.0,Station_262,Los Angeles,2024-01-16 03:00:00,2024-01-16 04:39:00,42.2901802667414,2.01229299498223,37.8060963595796,7.80672565057165,Tuesday,81.1021620402358,92.8336045977208,242.453043096834,36.8265839823053,10.547236543818,Level 1,Parking,99.0,3,Night,62.380058993306335,3.8795173814341033,98.28785116814954,Sweltering
BMW i3,100.0,Station_84,Los Angeles,2024-01-16 04:00:00,2024-01-16 05:06:00,30.0361183781928,1.64348225243133,13.3729490455582,35.9544054314208,Tuesday,14.3642491903606,80.385408368705,217.915716141847,34.954558876054,6.0,DC Fast Charger,Residential,66.0,4,Night,14.71024395011402,21.876966044647382,94.91820597689721,Sweltering
Hyundai Kona,62.0,Station_155,New York,2024-01-16 05:00:00,2024-01-16 06:00:00,10.3860937822936,1.2425644202586,47.7664944371082,21.4889207095284,Tuesday,56.663663728801,73.2902827167967,188.150652359336,16.830516164835,0.0,Level 2,Commercial,60.0,5,Night,47.7664944371082,17.294009356115453,62.294929096703,Mild
BMW i3,50.0,Station_53,New York,2024-01-16 06:00:00,2024-01-16 09:18:00,45.7194791824838,2.87216173026934,47.8425566004119,31.2262760054132,Tuesday,35.4219500021353,88.8535495661437,156.876651104016,34.2977893980532,7.0,Level 2,Public,198.0,6,Morning,157.88043678135926,10.872046541224865,93.73602091649575,Sweltering
Chevy Bolt,50.0,Station_107,Chicago,2024-01-16 07:00:00,2024-01-16 08:31:00,24.5996296955676,2.00786086775494,11.8201757875788,29.2344185629119,Tuesday,51.1882630768896,63.4658247552886,263.833173396723,14.2054899197271,1.0,Level 2,Mall,91.0,7,Morning,17.92726661116118,14.559982234027967,57.56988185550878,Cool
BMW i3,62.0,Station_357,San Francisco,2024-01-16 08:00:00,2024-01-16 10:02:00,23.1470476755872,3.28409218717728,25.3994936361828,10.997752785342,Tuesday,76.8199763212987,50.9727931407273,61.047310088349,15.6050589799843,4.0,Level 2,Highway,122.0,8,Morning,51.64563706023836,3.348795392614941,60.08910616397174,Mild
Hyundai Kona,85.0,Station_304,San Francisco,2024-01-16 09:00:00,2024-01-16 12:35:00,52.7164121502008,0.562816940206344,6.42255653898933,34.4020656396686,Tuesday,37.6821027221397,81.9072284186087,225.304208081137,0.166997605064342,7.0,DC Fast Charger,Institutional,215.0,9,Morning,23.014160931378434,61.124787088064316,32.300595689115816,Chilly
Nissan Leaf,100.0,Station_135,San Francisco,2024-01-16 10:00:00,2024-01-16 10:43:00,42.691405379616896,2.27374183553809,46.4889876716585,36.9416194371352,Tuesday,15.2658414350515,60.9489225492119,264.899769009363,36.5680634288659,4.0,DC Fast Charger,Parking,43.0,10,Morning,33.31710783135526,16.247059740796306,97.82251417195862,Sweltering
BMW i3,48.6369312475614,Station_443,Los Angeles,2024-01-16 11:00:00,2024-01-16 14:13:00,68.2529990506254,1.63199574362775,29.2084267989483,9.45976397851552,Tuesday,85.9024619599349,91.278224467269,50.4130248956002,37.5288226449427,0.0,Level 2,Residential,193.0,11,Morning,93.95377286995037,5.796439123969459,99.55188076089686,Sweltering
Nissan Leaf,85.0,Station_69,Los Angeles,2024-01-16 12:00:00,2024-01-16 15:13:00,56.4202299908655,0.828873283936339,25.4028524108535,29.848428683044,Tuesday,32.6123865730941,65.1600735692141,12.8075147310983,17.5968023623329,4.0,Level 1,Commercial,193.0,12,Afternoon,81.71250858824543,36.010846605277344,63.67424425219922,Mild
Chevy Bolt,75.0,Station_11,Houston,2024-01-16 13:00:00,2024-01-16 14:48:00,52.9044636686914,1.54695603470935,15.5720555883372,18.5428839361814,Tuesday,89.8386106965979,97.4953804665477,36.7436948003864,32.5738536901229,3.0,Level 2,Public,108.0,13,Afternoon,28.02970005900696,11.986690972549411,90.63293664222122,Sweltering
Tesla Model 3,50.0,Station_143,Los Angeles,2024-01-16 14:00:00,2024-01-16 14:37:00,28.1635456086215,2.29132239103518,23.3892053458516,29.7635955455328,Tuesday,72.8999862598982,18.7003494865313,23.4738820604881,15.446216766433,3.0,Level 2,Mall,37.0,14,Afternoon,14.423343296608488,12.989702218240064,59.8031901795794,Cool
Chevy Bolt,100.0,Station_192,Los Angeles,2024-01-16 15:00:00,2024-01-16 18:03:00,1.35673154688528,1.571204585238,16.2675864052129,23.8746235969604,Tuesday,40.923380013824,83.068686818768,152.257515285449,-6.55032320501236,3.0,Level 1,Highway,183.0,15,Afternoon,49.61613853589934,15.195108149040925,20.209418230977754,Below Freezing
BMW i3,85.0,Station_387,Los Angeles,2024-01-16 16:00:00,2024-01-16 17:05:00,8.93042648458991,3.7795339482925,25.603799331857402,0.234316993614286,Tuesday,86.7514889955056,71.8030306046152,275.078601914412,1.4197169042826,2.0,Level 2,Institutional,65.0,16,Afternoon,27.73744927617885,0.06199626642330985,34.555490427708676,Chilly
Nissan Leaf,75.0,Station_378,Chicago,2024-01-16 17:00:00,2024-01-16 18:17:00,55.7829774647208,1.37679715607361,46.3333418980202,30.4736442278758,Tuesday,29.6143632273825,88.3784281153094,10.8799840918476,14.2404948935313,4.0,Level 1,Parking,77.0,17,Afternoon,59.461122102459264,22.133721073902723,57.63289080835634,Cool
Nissan Leaf,85.0,Station_69,Los Angeles,2024-01-16 18:00:00,2024-01-16 19:54:00,16.6735994571193,1.80928261550871,32.9948295891953,28.1561708567318,Tuesday,77.4851433713047,88.665432136281,281.887802190963,33.7293207659469,6.0,DC Fast Charger,Residential,114.0,18,Evening,62.69017621947106,15.562063447348839,92.71277737870443,Sweltering
Hyundai Kona,100.0,Station_23,New York,2024-01-16 19:00:00,2024-01-16 19:57:00,13.2807123257544,1.76144132222947,59.1485448877576,13.6074308086054,Tuesday,76.5582118999069,81.5820094962506,257.607588840354,4.20609063874893,5.0,Level 1,Commercial,57.0,19,Evening,56.19111764336972,7.725168381642352,39.570963149748074,Chilly
Nissan Leaf,50.0,Station_181,New York,2024-01-16 20:00:00,2024-01-16 23:45:00,7.66866093450969,0.749904203804174,25.4571466782526,17.3616233359969,Tuesday,86.1619421735658,81.6198632206068,53.3074384825072,27.2589449606699,2.53715851000042,DC Fast Charger,Public,225.0,20,Evening,95.46430004344725,23.151788252317388,81.06610092920582,Hot
Hyundai Kona,75.0,Station_293,Houston,2024-01-16 21:00:00,2024-01-17 00:39:00,42.691405379616896,3.61707816042668,23.2230159227093,17.8581910326584,Tuesday,70.6004240764381,89.3544157556191,71.3201924276133,33.1090395974832,4.0,Level 2,Mall,219.0,21,Evening,84.76400811788895,4.937186933928959,91.59627127546977,Sweltering
Tesla Model 3,62.0,Station_9,Chicago,2024-01-16 22:00:00,2024-01-17 01:57:00,64.9428570652593,3.63679470057837,49.3191288545253,15.3216138583748,Tuesday,49.3010604864969,73.2435185299613,41.7622920214851,12.2549286448692,4.0,Level 1,Highway,237.0,22,Evening,194.81055897537496,4.212944397421762,54.05887156076456,Cool
BMW i3,100.0,Station_271,New York,2024-01-16 23:00:00,2024-01-17 02:53:00,70.0607767621979,3.39974899250494,42.9456833678476,15.2427487588493,Tuesday,95.7921880347692,66.375025175445,164.028637051005,38.872411513309,1.0,Level 1,Institutional,233.0,23,Evening,166.7724037451415,4.4834923967779226,101.97034072395618,Sweltering
Hyundai Kona,85.0,Station_387,Chicago,2024-01-17 00:00:00,2024-01-17 03:57:00,42.691405379616896,1.32513613001674,27.8544204267116,24.6542175481007,Wednesday,10.0088185441457,58.154900307581,284.582841979868,22.1654401364814,7.0,Level 2,Parking,237.0,0,Night,110.02496068551082,18.605045164521513,71.89779224566652,Mild
Tesla Model 3,100.0,Station_93,Chicago,2024-01-17 01:00:00,2024-01-17 02:20:00,46.5596537157842,1.66575653618529,35.7760002487261,23.55573453655,Wednesday,77.2758815843857,95.7472314423755,197.5286464172,1.65350230080474,1.50286878793575,DC Fast Charger,Residential,80.0,1,Night,47.70133366496813,14.14116290397061,34.97630414144853,Chilly
Nissan Leaf,50.0,Station_454,Houston,2024-01-17 02:00:00,2024-01-17 04:13:00,54.8840133585211,1.88677050568623,6.98513680525674,6.55598150493396,Wednesday,64.2804181461395,82.3838962522374,127.071320906585,30.5938779278216,2.81790171724382,Level 1,Commercial,133.0,2,Night,15.483719918319109,3.474710615401267,87.06898027007888,Hot
Nissan Leaf,50.0,Station_17,Chicago,2024-01-17 03:00:00,2024-01-17 06:19:00,13.7261337393052,6.17641655967736,12.484008547006,21.0923854644874,Wednesday,82.9125826510553,90.8310762146368,166.722383778862,6.78635339109589,2.0,Level 1,Public,199.0,3,Night,41.40529501423657,3.414987519169078,44.2154361039726,Chilly
Tesla Model 3,75.0,Station_154,Los Angeles,2024-01-17 04:00:00,2024-01-17 06:10:00,74.2197558575455,2.82915537798054,3.56665303708691,29.1650414970857,Wednesday,55.2938415830501,90.0971146794724,152.257515285449,3.20510271605054,4.0,Level 2,Mall,130.0,4,Night,7.727748247021638,10.308745049522095,37.76918488889097,Chilly
Nissan Leaf,50.0,Station_405,Chicago,2024-01-17 05:00:00,2024-01-17 05:58:00,20.5813876762806,1.53694442584064,37.026625745048,31.6837867049668,Wednesday,22.5425084112808,84.6723620449155,205.507522000601,6.7417676444803,2.0,DC Fast Charger,Highway,58.0,5,Night,35.79240488687974,20.61479008106437,44.13518176006454,Chilly
Tesla Model 3,75.0,Station_328,Houston,2024-01-17 06:00:00,2024-01-17 08:36:00,36.047577386304,1.64577995982082,49.8518963872991,7.46157739395538,Wednesday,46.3284258588454,52.1517091653347,57.6589438038869,6.87689728156869,4.0,Level 2,Institutional,156.0,6,Morning,129.61493060697765,4.533763672008583,44.37841510682364,Chilly
Hyundai Kona,62.0,Station_149,Houston,2024-01-17 07:00:00,2024-01-17 08:51:00,31.735750313584,1.96195761837511,11.1298727625512,11.7393009374144,Wednesday,58.9687527525069,81.66823961304,87.274105219742,-9.56906362005498,3.0,Level 1,Parking,111.0,7,Morning,20.59026461071972,5.983463061315702,14.775685483901036,Below Freezing
Hyundai Kona,85.0,Station_377,Houston,2024-01-17 08:00:00,2024-01-17 08:39:00,64.5382469650896,3.97099980075602,17.5601600705811,32.9733564927992,Wednesday,17.1896376551471,57.1353834606959,258.378531214592,12.3263894792597,7.0,Level 2,Residential,39.0,8,Morning,11.414104045877716,8.303540203281187,54.18750106266746,Cool
Tesla Model 3,85.0,Station_267,New York,2024-01-17 09:00:00,2024-01-17 11:15:00,41.5686202547537,2.53432720699062,27.8768827615729,37.1092260429216,Wednesday,25.5283013733686,73.3615476375407,240.385116025016,-2.13407030193648,0.0,Level 2,Commercial,135.0,9,Morning,62.72298621353903,14.642634124181166,28.158673456514336,Below Freezing
Hyundai Kona,75.0,Station_422,Los Angeles,2024-01-17 10:00:00,2024-01-17 13:16:00,34.3756697401661,3.14574570749033,3.80654684826066,35.3507433816186,Wednesday,41.1118264512111,63.0261598722875,150.834727992529,18.0001270319364,6.0,DC Fast Charger,Public,196.0,10,Morning,12.434719704318155,11.237635418986665,64.40022865748553,Mild
Hyundai Kona,60.7892802481447,Station_328,New York,2024-01-17 11:00:00,2024-01-17 14:59:00,12.1180932324558,2.85449384270369,7.99703834178367,37.3138650814215,Wednesday,30.0671887777371,90.2070511207323,256.226458097526,20.9874933417765,2.0,DC Fast Charger,Mall,239.0,11,Morning,31.85486939477162,13.071972523884982,69.77748801519769,Mild
Hyundai Kona,85.0,Station_106,San Francisco,2024-01-17 12:00:00,2024-01-17 12:30:00,48.2725482851278,3.64957832199903,43.142319817212,10.3299383117131,Wednesday,60.6039555694844,71.9541788014991,152.257515285449,33.5474543159977,4.0,Level 2,Highway,30.0,12,Afternoon,21.571159908606,2.8304470819124528,92.38541776879586,Sweltering
Chevy Bolt,50.0,Station_472,Los Angeles,2024-01-17 13:00:00,2024-01-17 14:08:00,26.4021039498391,0.958022340801825,47.7590534831962,10.5705661147466,Wednesday,29.4760111177165,87.3432355567268,247.340301484011,22.8837412564322,7.0,Level 2,Institutional,68.0,13,Afternoon,54.12692728095569,11.033736547207733,73.19073426157796,Mild
BMW i3,62.0,Station_381,Chicago,2024-01-17 14:00:00,2024-01-17 14:50:00,54.6269976268627,2.23122579145456,27.7730674320705,37.7630357569454,Wednesday,55.8098258551932,60.0305571787576,246.294356710901,-4.37366048436005,2.0,Level 2,Parking,50.0,14,Afternoon,23.14422286005875,16.924793493144087,24.12741112815191,Below Freezing
Nissan Leaf,75.0,Station_35,Houston,2024-01-17 15:00:00,2024-01-17 16:34:00,69.4499614792813,1.06620674734646,49.4167326886436,15.3072450251239,Wednesday,27.5624815852495,63.2922766904876,150.111846787929,37.8990715905881,7.0,Level 1,Residential,94.0,15,Afternoon,77.41954787887497,14.356732466025058,100.21832886305859,Sweltering
Hyundai Kona,75.0,Station_14,Los Angeles,2024-01-17 17:00:00,2024-01-17 19:41:00,13.6638425080236,0.799133805206184,14.3304570227696,8.27592321443289,Wednesday,62.24698007651,82.888930350227,209.090643030093,36.0889288837698,3.0,Level 1,Public,161.0,17,Afternoon,38.45339301109843,10.356117036367426,96.96007199078565,Sweltering
Tesla Model 3,71.645487068472,Station_14,New York,2024-01-17 18:00:00,2024-01-17 21:37:00,31.8102234126306,3.67413737071839,32.8373350350711,32.9422560604622,Wednesday,78.60513123193,55.8101931498658,188.703635523965,14.4831356612538,3.0,DC Fast Charger,Mall,217.0,18,Evening,118.76169504350715,8.96598377703584,58.06964419025684,Cool
Hyundai Kona,62.0,Station_266,Houston,2024-01-17 19:00:00,2024-01-17 20:30:00,79.4623119083522,2.89534898607225,25.4125201652172,18.2724695147534,Wednesday,28.4612308386537,49.0964153764553,48.2316187446439,32.5388205320001,3.0,DC Fast Charger,Highway,90.0,19,Evening,38.118780247825796,6.3109730822263765,90.56987695760019,Sweltering
BMW i3,50.0,Station_140,New York,2024-01-17 20:00:00,2024-01-17 22:57:00,26.6152020387529,1.31791750405083,22.7439666226057,29.9431502709796,Wednesday,59.9310526622481,69.5213064302716,193.003615208892,28.8980316977788,5.0,Level 1,Institutional,177.0,20,Evening,67.09470153668683,22.720049000748944,84.01645705600184,Hot
Hyundai Kona,62.0,Station_294,Los Angeles,2024-01-17 21:00:00,2024-01-17 23:47:00,42.691405379616896,0.813977830038708,19.9347997838052,22.6155271457069,Wednesday,45.146440223456,83.9551380918287,284.754699472439,28.9726060947913,4.0,Level 1,Parking,167.0,21,Evening,55.48519273159114,27.783959600756493,84.15069097062434,Hot
Tesla Model 3,100.0,Station_364,Los Angeles,2024-01-17 22:00:00,2024-01-17 23:56:00,64.403344328672,1.46310909415904,35.9285216129685,14.2466000392684,Wednesday,96.1161371374789,57.3205993954083,139.549416010461,5.96763077254045,7.0,Level 2,Residential,116.0,22,Evening,69.4618084517391,9.737209683230766,42.74173539057281,Chilly
BMW i3,75.0,Station_119,San Francisco,2024-01-17 23:00:00,2024-01-18 01:14:00,41.586712803641,3.30580216982822,39.7536415672804,35.6601544712662,Wednesday,76.7663083393787,55.0412668026865,53.0877589415701,-3.17642646874246,5.0,DC Fast Charger,Commercial,134.0,23,Evening,88.78313283359289,10.787141105034491,26.28243235626357,Below Freezing
Hyundai Kona,75.0,Station_238,Chicago,2024-01-18 00:00:00,2024-01-18 01:03:00,76.4481598100646,2.51512373721346,19.7661068139545,35.7634288952208,Thursday,81.3618644568871,66.4834502749183,131.788461545595,18.5051921295086,6.0,DC Fast Charger,Public,63.0,0,Night,20.754412154652226,14.219351662929947,65.30934583311549,Mild
BMW i3,100.0,Station_34,New York,2024-01-18 01:00:00,2024-01-18 03:33:00,19.8987989510854,1.84967209085132,33.6360507130432,30.7082974112515,Thursday,14.3672221640957,93.0225367833171,10.0282951729587,22.1892611652332,7.0,DC Fast Charger,Mall,153.0,1,Night,85.77192931826015,16.602022360145938,71.94067009741977,Mild
Nissan Leaf,46.8767965464505,Station_169,San Francisco,2024-01-18 02:00:00,2024-01-18 04:19:00,25.1008625389698,3.77530341619117,24.434607649353,30.547396275006,Thursday,19.6417471833639,65.4686181231566,289.542031436451,-8.67599609734783,6.0,Level 2,Highway,139.0,2,Night,56.60684105433446,8.091375157821004,16.383207024773903,Below Freezing
Hyundai Kona,50.0,Station_122,Chicago,2024-01-18 04:00:00,2024-01-18 05:02:00,30.184684241437,2.97142797472149,40.1824601065407,7.26088862243954,Thursday,64.156635005241,65.4005448852636,104.535853234247,26.1756259044641,0.0,DC Fast Charger,Parking,62.0,4,Night,41.521875443425394,2.4435687771029007,79.11612662803537,Hot
BMW i3,85.0,Station_401,San Francisco,2024-01-18 05:00:00,2024-01-18 07:07:00,15.3421206810932,3.39245225097108,43.4968499597423,30.9455149896819,Thursday,41.8927273654087,95.3782979668174,172.293577043152,36.03515006018,0.0,Level 1,Residential,127.0,5,Night,92.06833241478786,9.121871938160318,96.863270108324,Sweltering
Tesla Model 3,62.0,Station_145,New York,2024-01-18 06:00:00,2024-01-18 07:30:00,45.3439644746932,3.02357363755963,11.2746665202683,11.6565284418567,Thursday,78.2220163332183,74.8076719642096,277.643686619688,37.9722579089503,0.0,Level 1,Commercial,90.0,6,Morning,16.91199978040245,3.855215661711105,100.35006423611053,Sweltering
Hyundai Kona,50.0,Station_451,Los Angeles,2024-01-18 07:00:00,2024-01-18 07:39:00,60.2603830040749,3.03039683555041,31.2229731374331,11.4675840275949,Thursday,51.1912673547325,66.2308470948589,175.974126881544,6.87287411791997,7.0,Level 2,Public,39.0,7,Morning,20.294932539331516,3.7841855868728316,44.37117341225594,Chilly
Nissan Leaf,100.0,Station_446,Houston,2024-01-18 08:00:00,2024-01-18 11:31:00,5.65018173838482,0.639951450792442,11.6674382130572,25.6301019050212,Thursday,58.4004575826833,65.017991086165,83.2655253551878,23.0594466277779,6.0,DC Fast Charger,Mall,211.0,8,Morning,41.03049104925115,40.05007235046321,73.50700393000022,Mild
Nissan Leaf,85.0,Station_223,New York,2024-01-18 09:00:00,2024-01-18 10:53:00,32.4915158179519,0.775971606997188,47.2577593435772,7.58756367653547,Thursday,84.1330847515575,76.1749192144271,143.610353125234,17.163043466294,0.0,Level 2,Highway,113.0,9,Morning,89.00211343040372,9.778146014771602,62.8934782393292,Mild
Hyundai Kona,62.0,Station_371,Chicago,2024-01-18 10:00:00,2024-01-18 11:34:00,61.4606745883257,2.46978437322887,31.6504307725885,10.9917087856683,Thursday,15.973834415845,62.9312696243236,57.1636435871776,-9.469038376152,0.461661553239218,Level 1,Institutional,94.0,10,Morning,49.58567487705532,4.450473047288052,14.9557309229264,Below Freezing
BMW i3,85.0,Station_257,Chicago,2024-01-18 11:00:00,2024-01-18 12:46:00,41.5789151236527,1.07699859331292,35.4181059954755,7.26985449231802,Thursday,45.8855278264609,90.4223960079559,149.934856967892,21.2769823616798,0.0,DC Fast Charger,Parking,106.0,11,Morning,62.57198725867338,6.750105838073065,70.29856825102364,Mild
Nissan Leaf,100.0,Station_268,Los Angeles,2024-01-18 12:00:00,2024-01-18 12:30:00,41.6028668211312,1.49511890442402,4.90972210158473,13.5710985316943,Thursday,61.8304138809842,61.6921627798064,32.0487312148246,18.0993972559191,2.0,DC Fast Charger,Residential,30.0,12,Afternoon,2.454861050792365,9.076935949065826,64.57891506065438,Mild
BMW i3,85.0,Station_359,Los Angeles,2024-01-18 13:00:00,2024-01-18 15:42:00,29.6978984648449,3.91963563765754,32.3031022579564,21.4800655971153,Thursday,42.9923005389273,50.4404503696758,180.452906460768,8.19910699488662,4.0,Level 2,Commercial,162.0,13,Afternoon,87.21837609648227,5.480117945338474,46.758392590795914,Cool
Nissan Leaf,69.4450456130708,Station_4,Houston,2024-01-18 14:00:00,2024-01-18 15:49:00,72.7157485297246,0.682132431930961,32.2534321225028,28.1194615610424,Thursday,28.898519624791,57.7353440931298,151.6213286334,4.48579595921587,2.0,DC Fast Charger,Public,109.0,14,Afternoon,58.59373502254675,41.222877325217674,40.07443272658857,Chilly
Nissan Leaf,85.0,Station_426,Houston,2024-01-18 15:00:00,2024-01-18 15:44:00,61.9271036038402,0.798403786229012,25.2745982572989,27.1225588698462,Thursday,73.657408117288,93.02610697458,152.257515285449,7.68519790487389,3.0,DC Fast Charger,Mall,44.0,15,Afternoon,18.53470538868586,33.97097976946021,45.833356228773,Cool
Chevy Bolt,50.0,Station_397,Los Angeles,2024-01-18 16:00:00,2024-01-18 16:57:00,12.6668128348958,2.31735631034217,36.1576251049373,30.6676098939541,Thursday,75.2952850207445,65.4511803028092,199.259393477203,25.3341703879336,3.0,Level 1,Highway,57.0,16,Afternoon,34.349743849690434,13.233877654932515,77.60150669828047,Hot
Nissan Leaf,100.0,Station_354,Los Angeles,2024-01-18 17:00:00,2024-01-18 17:52:00,78.9550610157201,3.79656267551538,41.3075666403885,26.9441207440807,Thursday,50.0894493864869,74.7896211649519,91.2599115355268,37.2072192384308,6.0,Level 2,Institutional,52.0,17,Afternoon,35.7998910883367,7.096977726154108,98.97299462917545,Sweltering
